term,estimate,std.error,statistic,p.value,conf.low,conf.high,b,df,dfcom,fmi,lambda,m,riv,ubar,Target,Site.Code,Source
(Intercept),1.1929365430705207e-4,1.5186608552290027e-4,0.7855187278733373,0.4505948455170167,-2.1969123854766572e-4,4.582785471617699e-4,2.1938129889940522e-8,9.869772979550174,16713,0.9989646729215672,0.998774176380309,20,814.7780482742754,2.8271547611311392e-11,Fungicide.PRM,119101A,Water Level
WaterLevel_m,-2.9569794887520262e-8,1.4245742090603183e-6,-0.02075693544039743,0.9834404157114287,-2.8223898785780528e-6,2.763250288803012e-6,1.0168333972342019e-13,4788.386088734247,16713,0.05300553351181116,0.05261007804050734,20,0.05553159984190414,1.92264417041024e-12,Fungicide.PRM,119101A,Water Level
Rel.Month2,-1.845751599160519e-6,1.4742289358060625e-5,-0.12520115121409683,0.9012918174426744,-3.209433961170181e-5,2.8402836413380776e-5,1.7277782921790282e-10,27.001739405088156,16713,0.8457499224200731,0.8347327441406482,20,5.05080537460509,3.591837483798958e-11,Fungicide.PRM,119101A,Water Level
Rel.Month3,-2.478326977364629e-6,1.4190033888102456e-5,-0.1746526468441042,0.8626090771408711,-3.1545017339004775e-5,2.6588363384275514e-5,1.5721726413260806e-10,28.00591121659831,16713,0.831449645097707,0.8198278516195665,20,4.55024741054039,3.6278934406257636e-11,Fungicide.PRM,119101A,Water Level
Rel.Month4,-3.223364245070818e-8,7.23940903732249e-6,-0.0044525239953328915,0.9964495716944826,-1.4263117416429089e-5,1.419865013152767e-5,1.056257241460706e-11,411.03855053513956,16713,0.21542633249259777,0.21161807879163494,20,0.26842076549305527,4.131834217432913e-11,Fungicide.PRM,119101A,Water Level
Rel.Month5,-1.0626324975762336e-6,8.301207760771595e-6,-0.12800938468229137,0.8983131862708106,-1.7465173573743574e-5,1.5339908578591107e-5,2.320702911532577e-11,149.84227034367711,16713,0.36206966129375673,0.35361141762965925,20,0.5470570292763336,4.4542669716402496e-11,Fungicide.PRM,119101A,Water Level
Rel.Month6,3.236259203250859e-6,7.941446527204281e-6,0.40751507828765254,0.6841244067883597,-1.2436336240224282e-5,1.8908854646725998e-5,1.956872515983175e-11,176.19871858435815,16713,0.3333257355426803,0.3258011408979404,20,0.48324190481701906,4.25194115266216e-11,Fungicide.PRM,119101A,Water Level
Sampling.Year2022-2023,-1.334748303858931e-7,4.923038675341973e-6,-0.027112285559410403,0.9783759669686304,-9.794972104980905e-6,9.528022444209117e-6,3.1834832667005107e-12,934.0907421070115,16713,0.13975931359687266,0.1379194051309525,20,0.15998435175530526,2.089365236887732e-11,Fungicide.PRM,119101A,Water Level
Sampling.Year2023-2024,-5.330269071046673e-7,5.8472418303215845e-6,-0.09115869029746493,0.9274424123126326,-1.2051399687929967e-5,1.0985345873720632e-5,9.06270658787099e-12,240.39152923414156,16713,0.28425063761027947,0.27832044308638243,20,0.38565654301843605,2.4674395104997975e-11,Fungicide.PRM,119101A,Water Level
(Intercept),7.428645519509245,3.876881825270166,1.9161392723110844,0.06254692497183692,-0.4079694734761006,15.26526051249459,9.850832320826953,39.81333104974912,16713,0.7027390176342213,0.6881721604471206,20,2.206897759461984,4.68683875024183,Insecticide.PRM,119101A,Water Level
WaterLevel_m,0.04777660763663088,0.13425147148993813,0.35587399606425646,0.7252813323235165,-0.2304358834682727,0.3259890987415345,0.015722528088307264,22.28740704040624,16713,0.9226010779211334,0.9159538009662908,20,10.898218021720654,0.0015148031044910383,Insecticide.PRM,119101A,Water Level
Rel.Month2,-4.264042365973425,3.2544467417157414,-1.3102203552194023,0.21217149572915697,-11.274683102587204,2.7465983706403554,10.060118484084159,13.378447560436351,16713,0.9976543734157785,0.9973281036186585,20,373.2660108315663,0.028299186375838822,Insecticide.PRM,119101A,Water Level
Rel.Month3,-4.490910607828297,3.0028280705405868,-1.4955603525511927,0.1568894858642015,-10.929200644718588,1.9473794290619937,8.560374437155176,14.0496744835235,16713,0.997201908745452,0.9968300613333886,20,314.4635168600863,0.028583262213569036,Insecticide.PRM,119101A,Water Level
Rel.Month4,-4.815099995953961,3.063894514724537,-1.571561936226407,0.1377853705428709,-11.370094278667441,1.7398942867595197,8.909424678284935,14.383651458593093,16713,0.9969311831747191,0.9965322119898166,20,287.3682615729162,0.03255368515992324,Insecticide.PRM,119101A,Water Level
Rel.Month5,7.120120702823908,5.010388084224808,1.4210716980669795,0.18432284649386588,-3.972865774606503,18.21310718025432,23.875137812006702,10.494199278793168,16713,0.9988092450770087,0.9986020527543233,20,714.3345758165617,0.03509405193490821,Insecticide.PRM,119101A,Water Level
Rel.Month6,-3.5601027444238,3.89992209210843,-0.9128650932867964,0.37849254003184263,-12.014920355037958,4.894714866190359,14.453230806615739,12.567797693818068,16713,0.9980803819111823,0.9977974151199407,20,453.01201517966285,0.033499977568868286,Insecticide.PRM,119101A,Water Level
Sampling.Year2022-2023,-2.780091472334466,3.5457776377955637,-0.784056913975821,0.43366509272990916,-9.759656362811697,4.199473418142764,3.073284625900366,281.86889371248566,16713,0.26188521785623786,0.2566664412530106,20,0.3452910718650506,9.345590199495705,Insecticide.PRM,119101A,Water Level
Sampling.Year2023-2024,-3.0508260686238913,3.55067839075591,-0.8592234308144129,0.3909575421053362,-10.040457226551812,3.9388050893040294,3.1035696039630447,277.99897476229916,16713,0.26375843290883944,0.25848069618799,20,0.3485825586187573,9.348568950419779,Insecticide.PRM,119101A,Water Level
(Intercept),48.94346355034778,3.0262115180325306,16.173179983852556,1.5249724212570133e-15,42.73840971504151,55.148517385654046,7.2283045545283775,27.39814442466396,16713,0.840023625140939,0.8287569471167142,20,4.839652956208219,1.568236369617958,PSII.PRM,119101A,Water Level
WaterLevel_m,-0.3874369492605401,0.6258674230722927,-0.6190399675360448,0.5443846995475183,-1.711475329408729,0.9366014308876489,0.3705700647191364,16.41819012921453,16713,0.9940198302411181,0.9933331722457099,20,148.9963756160513,0.0026114633080589907,PSII.PRM,119101A,Water Level
Rel.Month2,-25.619980934038413,4.17017406985671,-6.1436238643435654,2.915700266239516e-5,-34.590486393350126,-16.6494754747267,16.515776233346187,13.574535514640896,16713,0.9975331276320412,0.9971946094864055,20,355.4566127796366,0.04878672789177875,PSII.PRM,119101A,Water Level
Rel.Month3,-39.331759046506036,4.967993435982076,-7.917031202504178,3.892454426554185e-6,-50.142569035973686,-28.520949057038386,23.458745062914414,12.136817131310412,16713,0.9982672612068719,0.9980034623314201,20,499.8670839209678,0.04927646390086082,PSII.PRM,119101A,Water Level
Rel.Month4,-46.15805082043643,3.790750196582726,-12.176495001450332,4.1137677608089974e-9,-54.24710852802887,-38.06899311284399,13.632062599879077,14.805287832417907,16713,0.9965331825101374,0.9960944916711447,20,255.0486153906392,0.05612132301894618,PSII.PRM,119101A,Water Level
Rel.Month5,-47.307919514079245,2.0754356227293513,-22.794211969757864,9.44885625300588e-15,-51.66750747827233,-42.94833154988616,4.044697337861776,18.04275337450158,16713,0.9872892873594157,0.9859543215180155,20,70.1962758710899,0.060500819339106136,PSII.PRM,119101A,Water Level
Rel.Month6,-47.68052380337507,2.3395886542619437,-20.37987477692593,1.2573807425351784e-13,-52.60625654493807,-42.754791061812064,5.158021310266125,17.483009374508192,16713,0.9904792280039001,0.9894490091901575,20,93.77782873880838,0.05775269537178081,PSII.PRM,119101A,Water Level
Sampling.Year2022-2023,0.5744599705524747,2.5763636814310025,0.22297316745025667,0.8242463286890754,-4.569596602721452,5.718516543826402,3.380570025088834,65.87614721927848,16713,0.5482766209288227,0.5347673684418327,20,1.1494622951334648,3.0880512926534314,PSII.PRM,119101A,Water Level
Sampling.Year2023-2024,-0.782706693711594,2.76496553224769,-0.2830800907218969,0.7782145738260926,-6.328099079320938,4.76268569189775,4.335093186119438,53.17505450212896,16713,0.609804259853585,0.5953992631726466,20,1.4715723649972208,3.0931865490923425,PSII.PRM,119101A,Water Level
(Intercept),63.31286028076709,6.442845119465352,9.826848093784534,1.0810176017921628e-10,50.13034051207401,76.49538004946017,32.005246969417534,28.72797285651401,16713,0.821575128515678,0.809571291432974,20,4.25130904644047,7.904743915530108,Total.PRM,119101A,Water Level
WaterLevel_m,-0.5548673647859697,0.8240196177327017,-0.6733666927890537,0.5099189665919661,-2.2956679967916678,1.1859332672197287,0.6418285561654492,16.713715294209376,16713,0.9932664707711544,0.9925062091188688,20,132.44380912976,0.005088346434626157,Total.PRM,119101A,Water Level
Rel.Month2,-27.083235405793637,6.228721046175613,-4.3481214209171455,7.868048672458255e-4,-40.53732906638008,-13.629141745207194,36.858958675990976,13.021327200940297,16713,0.9978556913066643,0.9975498274376302,20,407.1345189143727,0.09505926128049633,Total.PRM,119101A,Water Level
Rel.Month3,-45.684140352882935,7.346183017172005,-6.218758809315583,5.1456504976723594e-5,-61.74878944394119,-29.619491261824674,51.305134692130125,11.617200066726616,16713,0.9984642957374255,0.9982208654590035,20,561.0710390119897,0.09601349504975155,Total.PRM,119101A,Water Level
Rel.Month4,-51.382451375945905,7.052836955739828,-7.285359309792239,7.467933321504927e-6,-66.6736904938588,-36.09121225803302,47.2696749110825,12.559427652063246,16713,0.9980842417834779,0.9978016696475911,20,453.89068506205746,0.10935046761281433,Total.PRM,119101A,Water Level
Rel.Month5,-47.66495637883027,7.87778151181104,-6.050555769713454,5.931528044155029e-5,-64.84291739710936,-30.486995360551173,58.99195979263972,11.914011976546888,16713,0.9983552009965058,0.9981004700877099,20,525.4460399017181,0.11788376556012782,Total.PRM,119101A,Water Level
Rel.Month6,-53.032640522567426,8.70317923997589,-6.093479067853179,8.503627389100883e-5,-72.23577627560715,-33.8295047695277,72.03123785011044,10.78106491481903,16713,0.9987299789571504,0.9985143751807461,20,672.117456735935,0.11252914053135653,Total.PRM,119101A,Water Level
Sampling.Year2022-2023,-2.289733168194336,4.96297984655054,-0.4613625763130567,0.6452392083459639,-12.099982401930099,7.520516065541426,8.491455857242245,143.05862698469664,16713,0.3707180178991262,0.3619815472652956,20,0.5673527869198037,15.715140307162455,Total.PRM,119101A,Water Level
Sampling.Year2023-2024,-4.00027469928101,5.105681518754836,-0.7834947566914807,0.43488976049632855,-14.109801608240517,6.109252209678497,9.85032151694719,119.2669714970299,16713,0.40663152476022724,0.3967640030648893,20,0.6577260062077638,15.725146178160141,Total.PRM,119101A,Water Level
(Intercept),1.648781468960963,4.281884186668279,0.3850598000979272,0.7047117816390089,-7.34806147049922,10.645624408421146,17.244704548414724,17.97385444389602,18722,0.9887703748265007,0.9875866801579549,20,79.55862675937142,0.22759241220440743,OtherHerb.PRM,125013A,Water Level
WaterLevel_m,0.17162386907785968,0.29347337049985656,0.5848021876245278,0.5671880842954271,-0.4527233802305446,0.7959711183862639,0.08168891591158088,15.331641024548501,18722,0.9963458829511262,0.9958983936824873,20,242.80691918926993,3.5325748538615124e-4,OtherHerb.PRM,125013A,Water Level
Rel.Month2,-0.46385623503883144,0.7984487043379438,-0.5809468191490784,0.5713770822358577,-2.1917762030733563,1.2640637329956932,0.6059057174674253,12.783352395741423,18722,0.9981927632786237,0.9979305285668514,20,482.2151746489955,0.001319330118144638,OtherHerb.PRM,125013A,Water Level
Rel.Month3,-0.7659159294241488,0.7280771208055454,-1.0519708799209875,0.31173585224027245,-2.3367979506839127,0.8049660918356151,0.5037084840275664,13.167621539110021,18722,0.9980123504473453,0.9977317600113051,20,439.8704568229616,0.0012023856115479317,OtherHerb.PRM,125013A,Water Level
Rel.Month4,-3.098069021104362,0.6288745365712871,-4.926370588950019,1.8006994527935838e-4,-4.437893505477649,-1.7582445367310753,0.3752233054550613,15.076203813800658,18722,0.9966297164245718,0.9962104279389986,20,262.8820383681368,0.0014987120199368023,OtherHerb.PRM,125013A,Water Level
Rel.Month5,-3.2573606491282674,0.6661888199421081,-4.889545653755241,2.1709355155401293e-4,-4.681781211819464,-1.8329400864370702,0.4213277790143167,14.47792447351839,18722,0.9971797614067134,0.9968153406346505,20,313.00532530430837,0.0014133758508259576,OtherHerb.PRM,125013A,Water Level
Rel.Month6,-2.3108431563073903,0.815723364245478,-2.832876018507644,0.014559709693177877,-4.079973295843273,-0.5417130167715076,0.6324847312307806,12.52171863033331,18722,0.9983037480558103,0.9980528551049124,20,512.5724632115451,0.001295639183641111,OtherHerb.PRM,125013A,Water Level
Sampling.Year2022-2023,-0.5698905172102368,0.7598207516797703,-0.7500328412330854,0.45532798029546795,-2.08084999670312,0.9410689622826466,0.2602197464129494,84.10443627249062,18722,0.4853623770383678,0.4732681162570886,20,0.8984990862791257,0.30409684094961414,OtherHerb.PRM,125013A,Water Level
Sampling.Year2023-2024,0.07136540233057524,0.7277233521522358,0.09806666519565801,0.9220684995001304,-1.371771966808645,1.5145027714697954,0.21475297803424873,103.78824787329587,18722,0.436544577800374,0.42579040576992033,20,0.7415243667964742,0.304090650331726,OtherHerb.PRM,125013A,Water Level
(Intercept),1.2577207247500985e-5,5.431151811035718e-6,2.3157532113068515,0.02871680876968962,1.4136212962412304e-6,2.3740793198760742e-5,2.3896404601364413e-11,26.014674364543712,18722,0.8609212126849757,0.8506246764070806,20,5.694546166977483,4.406185163083927e-12,Fungicide.PRM,125013A,Water Level
WaterLevel_m,-7.638212052542931e-8,1.946762845016057e-7,-0.39235452187191966,0.695737251767604,-4.632163702841534e-7,3.1045212923329476e-7,1.6629444268969743e-14,88.7233643943307,18722,0.47248285376306304,0.46072410731395486,20,0.8543384074136214,2.043793926493189e-14,Fungicide.PRM,125013A,Water Level
Rel.Month2,-2.1276518038082416e-7,3.866361832173358e-7,-0.5502981604316756,0.5836738567135256,-9.823939299264853e-7,5.568635691648368e-7,6.967318545276342e-14,78.67995143837805,18722,0.501887078432483,0.48938423643582984,20,0.9584197577839328,7.633069344746766e-14,Fungicide.PRM,125013A,Water Level
Rel.Month3,-1.7680747443082026e-7,3.490674806578961e-7,-0.5065137379671886,0.6135869460501853,-8.691641266610551e-7,5.155491777994145e-7,4.979363079073968e-14,102.20958704679367,18722,0.43993885624845736,0.42908596632268686,20,0.7515771920317007,6.956479372257402e-14,Fungicide.PRM,125013A,Water Level
Rel.Month4,-1.2481027178132828e-7,3.899170155225793e-7,-0.3200944478251444,0.749551957671005,-8.982152495599206e-7,6.48594705997264e-7,6.221555249693257e-14,101.92943821460439,18722,0.44054932670955355,0.4296787597853659,20,0.7533977861733873,8.670894887225614e-14,Fungicide.PRM,125013A,Water Level
Rel.Month5,-1.8241575212051258e-7,4.101836140627856e-7,-0.44471730675372795,0.6578700923901348,-1.00022803361757e-6,6.353965293765448e-7,8.236078798256871e-14,71.355540980217,18722,0.5270608784028202,0.5139882342019708,20,1.0575633562245235,8.177176986391108e-14,Fungicide.PRM,125013A,Water Level
Rel.Month6,-1.4613129401746866e-7,4.3769127604012307e-7,-0.3338684182594328,0.7398499271373542,-1.0248662939597012e-6,7.32603705924764e-7,1.110605847080763e-13,50.92100694172551,18722,0.6232275522175234,0.6087142571188611,20,1.5556770677018268,7.496003917815107e-14,Fungicide.PRM,125013A,Water Level
Sampling.Year2022-2023,1.1588626249631715e-7,3.2945008962621483e-7,0.351756657974501,0.7254910521642282,-5.348252043818873e-7,7.665977293745216e-7,3.567580662164405e-14,157.46047891939745,18722,0.3532932695465926,0.34513089701227306,20,0.5270227216976233,7.107776460199474e-14,Fungicide.PRM,125013A,Water Level
Sampling.Year2023-2024,6.829212627819089e-9,3.0685211855683954e-7,0.02225571281677198,0.9822587676212449,-5.970253454758107e-7,6.106837707314489e-7,2.232249468316677e-14,300.0797521530141,18722,0.2538842808410915,0.2489280145108355,20,0.33143030138277824,7.07196032454956e-14,Fungicide.PRM,125013A,Water Level
(Intercept),10.905056929269417,26.087034605796937,0.41802593104415736,0.6810139368383674,-44.015192026949876,65.8253058854887,641.872705644148,17.49584402794712,18722,0.9912918047784043,0.9903501667316692,20,102.62873349136989,6.567033597691524,Insecticide.PRM,125013A,Water Level
WaterLevel_m,1.102905005123272,1.7568399351183808,0.6277777406334717,0.5393205262930552,-2.6323076098083344,4.838117620054879,2.927004456511262,15.446375210360543,18722,0.9962066613594496,0.9957453635242693,20,234.03770667699314,0.013131878289930912,Insecticide.PRM,125013A,Water Level
Rel.Month2,-4.651278660851598,5.147305710521111,-0.9036336527174533,0.3835450543706307,-15.835942769149824,6.533385447446627,25.186392124771665,12.300904717421782,18722,0.9983908627122886,0.9981489036392935,20,539.2203911299072,0.04904434655298308,Insecticide.PRM,125013A,Water Level
Rel.Month3,-10.390372181001412,3.896127971956431,-2.6668457134337693,0.018245050714218287,-18.73616053765719,-2.044583824345633,14.414396270638171,14.191658696642449,18722,0.997398042287618,0.9970554914491164,20,338.6152474068861,0.04469708969124907,Insecticide.PRM,125013A,Water Level
Rel.Month4,-21.93842822171713,3.829961610684109,-5.728106558696937,3.9103514576998025e-5,-30.09785955675821,-13.778996886676047,13.917041246266345,15.083592726809483,18722,0.9966219725505362,0.9962019137357127,20,262.2904916886171,0.05571263073435243,Insecticide.PRM,125013A,Water Level
Rel.Month5,-24.021172113063624,2.4729658469820763,-9.713507423637996,2.0619384166934157e-8,-29.23277086145261,-18.809573364674637,5.774304484249052,17.256574765041098,18722,0.9922569833347344,0.9914087391525791,20,115.39735048903803,0.05254037187827333,Insecticide.PRM,125013A,Water Level
Rel.Month6,-15.552439303770644,4.227597720600543,-3.678788837449125,0.002518846716721084,-24.628583803781197,-6.4762948037600925,16.975636971170605,13.85598991457889,18722,0.9976249127266198,0.9973051646267574,20,370.08018171690424,0.04816366749777502,Insecticide.PRM,125013A,Water Level
Sampling.Year2022-2023,-4.456822773176783,4.166940086766629,-1.069567279676222,0.28919537951774293,-12.795852983020751,3.882207436667186,9.376969334284954,58.662991403138214,18722,0.5810873140063492,0.5670446830171286,20,1.3097071701733187,7.51757188570348,Insecticide.PRM,125013A,Water Level
Sampling.Year2023-2024,0.7335363401007169,3.8961984627186843,0.18826975759054915,0.8511807604102473,-7.029865896701725,8.49693857690316,7.298114955058111,73.96712411901005,18722,0.5176661463117443,0.5047982696429648,20,1.0193790503902536,7.51734175808042,Insecticide.PRM,125013A,Water Level
(Intercept),19.224109108810854,6.182459500715515,3.1094597718894867,0.005662573327655323,6.303342724718188,32.14487549290352,35.348464718362585,19.428062809336833,18722,0.9736228345501933,0.9710403904196857,20,33.53085226258577,1.1069175237068216,PSII.PRM,125013A,Water Level
WaterLevel_m,-0.965952937621929,0.42936939072102365,-2.2497014423870345,0.037083107344964894,-1.867374590623029,-0.06453128462082902,0.17312701502259337,18.18289826399209,18722,0.9873527923403578,0.986034200385629,20,70.60349049910346,0.0025747079144200578,PSII.PRM,125013A,Water Level
Rel.Month2,-0.14875268831510205,1.6831798809500047,-0.08837598999290822,0.9307703400301985,-3.742688565742208,3.4451831891120035,2.6890272463636187,14.702969164826746,18722,0.9969893194710499,0.9966058658073066,20,293.62594677391,0.009615902953071988,PSII.PRM,125013A,Water Level
Rel.Month3,-1.6447215412011797,1.1401094964025011,-1.4425996330974615,0.16761710728075604,-4.053336278980663,0.763893196578304,1.2296058169546171,16.709106602630552,18722,0.9939421717943036,0.9932580234245831,20,147.32445482624405,0.008763555984816426,PSII.PRM,125013A,Water Level
Rel.Month4,-4.097788472444987,2.0503764447627,-1.9985542083806194,0.06588092858604237,-8.504024997663324,0.3084480527733504,3.9934478495234123,13.714101315807394,18722,0.9977126201597037,0.9974017102656909,20,383.86854902880333,0.010923323238145658,PSII.PRM,125013A,Water Level
Rel.Month5,-4.539912936009058,1.5808962076686348,-2.8717337128059266,0.011434643591084592,-7.902886913852078,-1.1769389581660379,2.370410920583495,15.347157326094965,18722,0.9963275067735232,0.9958781940088367,20,241.61209822682355,0.010301352808401509,PSII.PRM,125013A,Water Level
Rel.Month6,-4.484855974931636,1.530327603052386,-2.9306509050651366,0.010175007341110851,-7.741519352133839,-1.2281925977294343,2.2213898480624565,15.277499311035134,18722,0.9964089392315895,0.9959677091999009,20,246.99798664704625,0.009443232198481859,PSII.PRM,125013A,Water Level
Sampling.Year2022-2023,0.2574644179468609,1.5738393038754002,0.163590029371413,0.8705846044292155,-2.888431706176806,3.4033605420705277,1.2993675338580346,62.162728820528336,18722,0.5645951422278079,0.5508083769659917,20,1.2262213913198687,1.1126342438720673,PSII.PRM,125013A,Water Level
Sampling.Year2023-2024,0.36645083528599326,1.5828899541344517,0.23150746160769853,0.8176951447713429,-2.798710431649115,3.5316121022211013,1.326620460107524,61.02175148558869,18722,0.5698203719709828,0.5559484764593259,20,1.2519909221939698,1.1125891237868668,PSII.PRM,125013A,Water Level
(Intercept),8.72192131272007,21.097479989994337,0.41341057400488196,0.6839997750864575,-35.47816737357959,52.92200999901973,415.7145947040112,18.733498809870564,18722,0.9824498740150044,0.9806711599456863,20,50.73616198333755,8.603337488999747,Total.PRM,125013A,Water Level
WaterLevel_m,1.7891283565161948,1.3931609297468535,1.2842223165426347,0.21561139843015203,-1.141243917643106,4.719500630675496,1.828579015372728,17.70912809970627,18722,0.990276663054442,0.9892372413460929,20,91.91298189957875,0.0208894100317527,Total.PRM,125013A,Water Level
Rel.Month2,-4.514781938899723,5.730619473729217,-0.7878348858438013,0.44455026575050627,-16.861488849397258,7.831924971597812,31.201888311034853,13.356905482628143,18722,0.9979148138443079,0.9976243353483374,20,419.9348315639492,0.07801682609792629,Total.PRM,125013A,Water Level
Rel.Month3,-12.04917096988808,4.992180116975754,-2.4136090220213102,0.029992999577128268,-22.75108943999069,-1.3472524997854691,23.66739128722254,14.073489370103792,18722,0.9974812237470686,0.9971470242540266,20,349.5112167221865,0.07110146874438258,Total.PRM,125013A,Water Level
Rel.Month4,-24.82878755607493,5.0646684774146244,-4.902351983510153,2.003052914575469e-4,-35.63888480199157,-14.018690310158284,24.344992810108476,14.764567010650651,18722,0.9969339561128528,0.9965449769692994,20,288.43367124161324,0.08862433550346863,Total.PRM,125013A,Water Level
Rel.Month5,-29.685876610150547,3.464483939455543,-8.568628727664356,1.5600930614841132e-7,-37.00239592134123,-22.36935729895986,11.35149606831867,16.786233618502752,18722,0.9937405493012259,0.9930366958791881,20,142.6099849511404,0.08357809501079602,Total.PRM,125013A,Water Level
Rel.Month6,-22.55426017546944,5.271264664667838,-4.27871898116705,7.710244525552436e-4,-33.86425456494935,-11.244265785989537,26.390109781597946,13.944066311604713,18722,0.9975681298928093,0.9972426669222251,20,361.66927926131734,0.07661589429788639,Total.PRM,125013A,Water Level
Sampling.Year2022-2023,-7.065483465419022,4.700084693145165,-1.503267265741758,0.13929134470997823,-16.51450719303522,2.3835402621971786,13.16048327901428,48.22321419932388,18722,0.6401533560223512,0.6255323423469544,20,1.6704575937677566,8.272288679772483,Total.PRM,125013A,Water Level
Sampling.Year2023-2024,-2.3353576243690872,4.432618612149278,-0.5268573339398411,0.6003635347144307,-11.214013817384458,6.543298568646283,10.834462051523374,56.27166616483816,18722,0.5932023707228611,0.578996476027697,20,1.375277029903883,8.271922606672646,Total.PRM,125013A,Water Level
(Intercept),15.666684893368723,3.7684035313865043,4.15737984610276,1.7040472338671772e-4,8.044550533181825,23.288819253555623,9.405300104805693,39.029026811485664,19446,0.7099137557517697,0.6954199612553721,20,2.2832092481229216,4.325300065320297,OtherHerb.PRM,126001A,Water Level
WaterLevel_m,-1.1757216405111708,0.7032991000812354,-1.6717235104884502,0.12089295039993123,-2.711162694022498,0.35971941300015664,0.47032757273006465,11.786515507264268,19446,0.9986264389533119,0.9984115937054557,20,628.5618466350232,7.856728085077684e-4,OtherHerb.PRM,126001A,Water Level
Rel.Month2,-0.3957847130536883,3.5395601897584004,-0.11181748348251802,0.9128790454719706,-8.13714010379414,7.345570677686764,11.913687045314408,11.60366763274002,19446,0.9986832318226054,0.998474281822373,20,654.4290396902628,0.01911493934239339,OtherHerb.PRM,126001A,Water Level
Rel.Month3,-7.941319319104832,3.739802262004136,-2.123459681220988,0.056594087595738675,-16.146671833574167,0.26403319536450187,13.301126367804764,11.292021461261283,19446,0.9987739169126069,0.9985744244058198,20,700.4710437541324,0.019938272696247494,OtherHerb.PRM,126001A,Water Level
Rel.Month4,-8.340310824006497,3.592187918418755,-2.3217913465055635,0.03919462904682556,-16.1913027178666,-0.4893189301463945,12.270303496075686,11.674296084324544,19446,0.9986616246549581,0.9984504294396757,20,644.3400868629789,0.01999537035419505,OtherHerb.PRM,126001A,Water Level
Rel.Month5,-7.54609496740137,3.6487980931922217,-2.068104283840908,0.06133923482825194,-15.513382897390683,0.42119296258794314,12.659671908029585,11.770320032299379,19446,0.9986315831573344,0.9984172710901027,20,630.820139094419,0.021072021452126572,OtherHerb.PRM,126001A,Water Level
Rel.Month6,-7.3850287662846785,3.6805371874425994,-2.0065083954269523,0.06883081693149905,-15.440450359046944,0.6703928264775865,12.881910985280099,11.532291890056813,19446,0.998704659227283,0.9984979387352804,20,664.7518061932021,0.02034745360377845,OtherHerb.PRM,126001A,Water Level
Sampling.Year2022-2023,1.9338424578389366,3.5065687447851044,0.5514913861919595,0.5818797054842803,-4.97850435538092,8.846189271058794,3.4846384530699233,211.26080316859273,19446,0.3041221353681496,0.29756531607561976,20,0.4236199078513239,8.637153986180362,OtherHerb.PRM,126001A,Water Level
Sampling.Year2023-2024,4.323081935236822,4.004247941698371,1.079623938922029,0.28324282859329486,-3.6338776024649366,12.280041472938581,7.04506196308146,88.51224492392522,19446,0.473123929621687,0.4613517732909839,20,0.8564991963488102,8.636686517360104,OtherHerb.PRM,126001A,Water Level
(Intercept),0.07259678474325706,0.04914349777021693,1.4772408973146764,0.14910291160276523,-0.027390861873484662,0.1725844313599988,0.001740200501985473,32.96139645077026,19446,0.7701204892260862,0.7565827943844067,20,3.108173033500389,5.878728460065697e-4,Fungicide.PRM,126001A,Water Level
WaterLevel_m,0.004328230019483462,0.003481059421677491,1.2433657387548207,0.23043224635878856,-0.0030102546852239977,0.011666714724190922,1.1448160283207333e-5,17.181596013960043,19446,0.9927731593159742,0.9919781971269038,20,123.6602560321986,9.720639988192964e-8,Fungicide.PRM,126001A,Water Level
Rel.Month2,-0.056961948089727286,0.03777671642444125,-1.5078586357196821,0.15750667035180696,-0.13928764013647454,0.025363743957019978,0.0013568717442875165,11.977309154928562,19446,0.9985640857527263,0.9983427896072571,20,602.4236837876072,2.3649723107569514e-6,Fungicide.PRM,126001A,Water Level
Rel.Month3,-0.05819458878563074,0.03952298632842604,-1.4724238776404293,0.16715780100057542,-0.14450288013320517,0.028113702561943683,0.001485332962001673,11.760259553277804,19446,0.9986347673144368,0.9984207853527277,20,632.2261429611409,2.4668382151948054e-6,Fungicide.PRM,126001A,Water Level
Rel.Month4,-0.04632678394014721,0.046048526512643205,-1.0060426999206502,0.3373295321777162,-0.14845716054132146,0.055803592661027045,0.0020171360870790984,10.352926814390282,19446,0.9990080666721373,0.9988333217197423,20,856.1343247935055,2.473902552550852e-6,Fungicide.PRM,126001A,Water Level
Rel.Month5,-0.04450347849439602,0.045753117592647365,-0.9726873453875379,0.3522602084172487,-0.14559687878729644,0.05658992179850439,0.001991181580537105,10.66149637445302,19446,0.9989369003815372,0.9987545739314272,20,801.9380669266874,2.6071098826576767e-6,Fungicide.PRM,126001A,Water Level
Rel.Month6,-0.06035842667489776,0.03918729048498325,-1.5402551676296015,0.14959529245948186,-0.14579679813068028,0.025079944780884746,0.0014601202589864756,11.928744839164743,19446,0.9985802698681806,0.9983606460532658,20,608.996396441471,2.517463618658939e-6,Fungicide.PRM,126001A,Water Level
Sampling.Year2022-2023,-0.03355410225306046,0.04038294139717784,-0.8308979260090595,0.40686357647131244,-0.11310751219484644,0.04599930768872552,4.349522585181337e-4,238.1398264303439,19446,0.28602085016040396,0.28004962269488964,20,0.38898461827766556,0.0011740820844438591,Fungicide.PRM,126001A,Water Level
